label,tweet
anger,yah Jangan main2 sama hati orang! Lo kira ini lucu? banget
fear,"BTW GUE TAKUT BGT NGADEPIN HARI SENIN, KERJAAN NUMPUK ABIS CUTI."
sadness,Ciee kangen rumah tapi harus kuat ngejar cita2. sedihh 😢 anjirrr
anger,"BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! BANGET SUMPAH"
happy,"anjir Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 yaaa"
love,"btw Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 parah"
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. hancur. deh"
sadness,Btw kangen rumah tapi harus kuat ngejar cita2. sedihh 😢 yaaa
anger,"Ada korban #sexualharassment berani speak up malah dibully, dibilang lebay, ironisnya, ga sedikit kaum hawa yg ikut2an nyinyirin. Kayaknya kalian terbiasa dikirimin foto titit deh, empati buat sesama cewek jadi ga ada. #SaveViaVallen"
happy,"gw mau pencitraan ah, kalo ada orang yg nanya di grup angkatan bakalan gw jawab meskipun gw gtau wkwkkw, jadi tenang saja temund2 yg males nanya sesuatu digrup angkatan krn takut dicuekin klo misal g ada yg jawab pasti gw jawab kok."
happy,eh Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 kek gitu
sadness,KADANG NGERASA SENDIRIAN DI TENGAH KERAMAIAN... SEPI BGT RASANYA 😔 PLISSS
fear,"Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 yaampun"
happy,"yah Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 banget"
fear,Takut kehilangan orang2 yang gw sayang. dunia ini gak pasti... sih
love,"itu kenapa gue lebih sayang internet friends. mereka yang lebih peduli, bahkan mereka yang selalu cheer up pas gue down. ketikan mereka yang bikin mood gue bangkit. mereka yang bisa bikin gue ketawa cuma lewat layar hp. i don't deserve them but i cinta them sm."
happy,"Setelah lebih dari 100 purnama menunggu. Kerja keras insan TVRI untuk lepas dari opini disclaimer, terjawab sudah. Semangat menuju WTP tahun depan. Insya Allah."
love,"YAALLAH CINTA ITU SABAR, SETIA, DAN TULUS. GW BELAJAR ITU DARI LO 🥺 DONG"
anger,"BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! YAAA"
sadness,yaallah Gak tau kenapa akhir2 ini ngerasa kosong aja... kek gitu
anger,yaallah Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤
happy,"apa cuma gua doang yg ngakak nonton [USERNAME] saat [USERNAME] tanya sma ali mochtar ngabalin hahaaa,simpulkan sendiri wkwkk ! bang karni paling bisa #ILCBPIP"
anger,"Ada yang bilang kalau IG biasanya cuma ngupload yang baik aja. Yaaaah kali pas ngrampok bank live, selingkuh live, tewtew upload. Nanti kalau terkenal terus IG di Blockir MenHub"
sadness,"eh Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. banget sumpah"
happy,eh Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 parah
happy,wkwk Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 yaaa
love,[USERNAME] Ridiella cantik banget! Gemeees makasih sayang
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... deh
fear,"ANJIR RASANYA KAYAK DIAWASI TERUS, SEREM BGT PADAHAL SENDIRI DI RUMAH 😱 KEK GITU"
love,eh Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 yaaa
love,"Aku menunggu comeback kalian. Aku menunggu ot9, dan sampai saat ini, nanti atau mungkin entah sampai kapanpun, insya Allah stay sama kalian  #EXOPLANET #EXO #EXO_COMINGSOON #TheElyXiOn_dot #weareoneexo [URL]"
love,"Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 yaampun"
sadness,Wkwk gak tau kenapa akhir2 ini ngerasa kosong aja... banget
happy,"Dulu sahur, buka, semua udah disiapin sama ibuk sama kakak2. Susu udah siap. Sekarang udah gantian, aku ngurusin anak2 kakak :"") Kuterharu, waktu terus berjalan ya :"""""""""
happy,wkwk Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 banget deh
anger,anjir Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. 😭
happy,yah Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 banget
happy,"Bismillah Salam PLUR slankers/i indonesia kita bakal ketemu di Moment yang sangat dinanti - nanti oleh kita semua. . . ""JAMBORE NASIONAL SLANKERS INDONESIA BERSAMA SLANK 2018"" "
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... plisss
fear,ciee Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti...
sadness,"Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. parah anjirrr"
happy,wkwk Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 parah
sadness,wkwk Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 plisss
anger,yaallah Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! kek gitu
anger,"Pan sini mau belajar bayar pajak yg bener ya.. kalo ga tau, nanya nanya ya pastilah datang ke kantor pajak. Ndak dapat pencerahan malah dapetnya emosi. Kalo males bayar pajak karena ribet, tar jadi masalah lagi.. Kan lucu.."
sadness,"Yah gw pikir dia serius, ternyata cuma mainin perasaan. hancur. dong"
anger,"ciee Bangshaaat emg lo! Udah ngerebut, nyalahin pula! bgt please..."
happy,"Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 kek gitu 😭"
sadness,eh Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢
sadness,"anjir Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. lohh"
fear,"wkwk Setiap malam gw mimpi buruk, takut bgt kejadian nyata..."
anger,ciee Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. lohh
sadness,"anjir Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. aslii sumpah"
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. lohh 😭"
happy,"yah Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 bgt"
anger,anjir Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 sumpah
anger,Gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 dong
sadness,anjir Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 kek gitu
happy,"Ceritanya makan malam ini ala2 korea Pas belanja bulanan eee nemu daging premium lagi diskon langsung deh di ambil Nasi putih ,nori, minyak wijen, wijen aduk jd 1 Sapi lada hitam"
anger,btw Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 banget please...
sadness,CIEE GAK TAU KENAPA AKHIR2 INI NGERASA KOSONG AJA... BANGET SUMPAH
anger,"YAALLAH BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! BANGET"
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. dong
anger,Jangan main2 sama hati orang! Lo kira ini lucu? banget sumpah
anger,Anjir orang kayak lo tuh bener2 gak ada otaknya! bikin naik darah! bgt
fear,"gilasih, bbrp hari yg lalu gue liat truk gede yg diisi sm 3 org. Tmn gue blg kalo truk yg diisi sm 3 orang itu tengahnya mayat. Asli merinding bgt mana itu pas maghrib dan gue sendirian coy, serem abis."
fear,"Setiap malam gw mimpi buruk, takut bgt kejadian nyata... lohh 😭"
sadness,tidak-enak sangat badanya ingin pulang tapi kerjan masih banyak ya 
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 kek gitu plisss
sadness,ciee Gak tau kenapa akhir2 ini ngerasa kosong aja... plisss
anger,"[USERNAME] Well, common logic di Indonesia itu selalu perempuan yg salah. ""Coba kalo nggk ini, itu, bla bla bla"". Sedangkan yang salah sebenarnya selalu pelaku, bukannya korban. Logcial fallacy."
anger,"ujung2nya bukan soal kopi ato duit yg keluar tapi bagaimana cara kamu memperlakukan dan melayani konsumen ketika ada complain terhadap barang/jasa yg dijual. ingat2 itu yak, haiii Mba Barista [USERNAME] Gancit."
happy,YAH BARU AJA NONTON KONSER IDOLAA! WAHH SENENGNYA AMPE JINGKRAK JINGKRAK 🤩
love,"yah Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. sih please..."
happy,"ciee Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 yaampun"
fear,"eh Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti."
anger,Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 sih
anger,btw Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. 😭
happy,"Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 bgt dong"
fear,"Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 banget dong"
happy,Yaallah baru aja nonton konser idolaa! wahh senengnya ampe jingkrak jingkrak 🤩
sadness,"Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. dong"
fear,Takut kehilangan orang2 yang gw sayang. dunia ini gak pasti... lohh
happy,yaallah Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 yaampun
fear,"anjir Setiap malam gw mimpi buruk, takut bgt kejadian nyata... yaaa plisss"
anger,"BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! KEK GITU PLISSS"
anger,anjir Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! deh
sadness,Yaallah kangen rumah tapi harus kuat ngejar cita2. sedihh 😢
anger,"ciee Bangshaaat emg lo! Udah ngerebut, nyalahin pula! bgt"
anger,Jangan main2 sama hati orang! Lo kira ini lucu? sih
sadness,yaallah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 aslii
anger,ORANG KAYAK LO TUH BENER2 GAK ADA OTAKNYA! BIKIN NAIK DARAH! PARAH
anger,"BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! LOHH 😭"
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 aslii anjirrr
happy,"Wkwk liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎"
fear,btw Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... banget
anger,anjir Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. parah
happy,yaallah Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 parah
fear,"btw Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. yaaa"
anger,"Bangshaaat emg lo! Udah ngerebut, nyalahin pula! yaampun"
fear,"Ciee rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱"
love,Wkwk nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 bgttt
happy,anjir Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 deh
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Emang kmu dah bener? Emang kamun PINTAR? Emang pendidikan kamu S3 dri Amrik dg nilai ok? Emang kamu ornah jadi rektor OT? Emang kontribusi kmu terhadp negara sdh banyak? dan kalau semua jwbnnya TIDAK!
happy,"O buat muka.... Wkwk  kalo muka tu biar ga kusam kadang pake sunscreen aja tiap keluar, sering yg bikin kusam malah itu, sama pake moisturizer aja, pake hadalabo aja udah bagus"
love,"eh Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. please..."
fear,"SETIAP MALAM GW MIMPI BURUK, TAKUT BGT KEJADIAN NYATA... DONG"
fear,"btw Liat berita kriminal tiap hari, bikin parnoan kemana2. sih"
fear,"btw Liat berita kriminal tiap hari, bikin parnoan kemana2."
happy,ANJIR AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓
happy,DAPET KEJUTAN DARI DIAA! SWEET BANGEEET HUHUHU 😍 DEH
fear,Pas ngerjain thesis hampir tiap hari tertekan. Sampai sekarang masih suka gelisah gitu kalo malam2 sebelum tidur sama bangun tidur. Kaya ada rasa takut gue lupa melakukan suatu hal atau kelewatan suatu hal. Ampe pagi gini kadang jadi gak bisa tidur..
sadness,"GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. YAAMPUN"
fear,"Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. aslii please..."
anger,[USERNAME] [USERNAME] .... Jakarta kembali diacak2 .... Begitulah klo memilih pemimpin yg tdk punya kemampuan samasekali..... Warga yg menanggung derita..... 
fear,"Wah parah banget sih sendiri, tapi sumpah itu ngebayanginnya aja udah serem banget. Kepikiran aku juga sampe sekarang temenmu langsung tanggap banget hebat!!! Ga kaya aku cengo :("
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. parah"
anger,Kalau begal bagaimana pak polisi ? Terus pelaku nya kerusuhan tersebut apa hanya di bubarkan saja ? Kenapa tidak tembak mati saja. Agar jera tidak lakukan lagi.trims [URL]
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 sih anjirrr
sadness,WKWK KANGEN RUMAH TAPI HARUS KUAT NGEJAR CITA2. SEDIHH 😢 BANGET BGTTT
sadness,"EH GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. KEK GITU"
happy,"btw Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎"
fear,"anjir Liat berita kriminal tiap hari, bikin parnoan kemana2. banget"
happy,AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓 ANJIRRR
sadness,"Tak perlu iri,kita punya sepi sendiri-sendiri. Jika hidup orang tampak meriah,itu karena sepi dirayakan dengan mewah. - Adimas Imanuel [URL]"
sadness,BTW GAK TAU KENAPA AKHIR2 INI NGERASA KOSONG AJA... YAAMPUN
fear,"Liat berita kriminal tiap hari, bikin parnoan kemana2. aslii plisss"
fear,"ciee Liat berita kriminal tiap hari, bikin parnoan kemana2. please..."
anger,ciee Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 parah
happy,Dulu kaya hampir setengah jam atau 2*x sesi jelasin org korea kata *Cie*...sampe pake di dramain biat pd nyambung... Akhirnya baru pd ngerti dan nemu padanan kata ke korea.. trus skrg gw yg lupa bhs koreanya cie apa hahahhaa [URL]
happy,btw Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩
anger,YAH GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤
sadness,"AIR MATA INI JATUH TANPA BISA DITAHAN, SAKITNYA TUH DI HATI BUKAN DI BADAN. BGTTT"
fear,"dilema banget anjir mau kentut tp takut yg keluar gakcuma gas, mau boker tp gak mules"
happy,"HARI INI CERAH BGT, JALAN-JALAN BARENG BESTIE TUH EMG THERAPY TERBAIK 💖 BANGET"
fear,seru bgt jadi manusia.. bnyk berhubungan sm manusia yg lain. seru sih seruuu tapi kadang2 ngebingungin jg.. atau jd gaenak.. atau malah atau atau. ya tapi mo gimana.. kelebihan ngontrol ga baik.. lepas tangan ga bener.. sembunyi apalagi. yaudahh dijalanin one step at a time aja.
anger,yaallah Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 yaaa anjirrr
anger,Gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 aslii sumpah
happy,"Eh liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎"
sadness,anjir Gak tau kenapa akhir2 ini ngerasa kosong aja... bgt
love,"ANJIR SETIAP DETIK MIKIRIN KAMU, PENGEN TERUS ADA DI SAMPINGMU. YAAA"
sadness,KANGEN RUMAH TAPI HARUS KUAT NGEJAR CITA2. SEDIHH 😢 DONG
anger,GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤 KEK GITU
fear,wkwk Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... aslii
anger,yah Jangan main2 sama hati orang! Lo kira ini lucu? plisss
sadness,yah Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 parah
happy,EH AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓 BGT
happy,"Sekarang qu mengerti, dulu waktu kuliah dipaksa lembur begadang demi tugas itu semata2 buat nyiapin elu lembur begadang kek quda demi kerjaan kelar on time. Ok, lesson learned honey"
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. aslii 😭"
happy,"Satu lagi, pilihan 'menikah' tidak ada didaftar pilihan. Haha  Jadi, intinya saya ingin membebaskan pikiran saya, pilihan2 hidup saya tanpa intervensi dari pihak manapun."
anger,Anis bilang Prabowo didukung mafia asal mangap apa fakta?? sok nyolot kunyuk [USERNAME] satu ini nggak ada sopan santunnya sama pemimpin
sadness,KADANG NGERASA SENDIRIAN DI TENGAH KERAMAIAN... SEPI BGT RASANYA 😔 SIH
anger,Ciee gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. emosi jiwa.
happy,yah Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 yaaa
happy,eh Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 banget yaampun
love,yah Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 deh
love,"btw Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 lohh"
happy,"Saya sangat setuju dengan mendukung apapun yang diputuskan Pak Bupati Kutim untuk pemperjelas batas desa kecamatan dan perijinan lokasi perusahaan baik tata peruntukannya demi meningkatkan perekonomian, kesehatan supaya tenang dan selalu aman.. [URL]"
love,"anjir Setiap detik mikirin kamu, pengen terus ada di sampingmu. bgt"
love,"YAALLAH CINTA ITU SABAR, SETIA, DAN TULUS. GW BELAJAR ITU DARI LO 🥺 YAAMPUN"
anger,[USERNAME] [USERNAME] [USERNAME] Negara mana didunia ini yg bisa memendam liberalisme? Afganistan? Pakistan? Iran? Termasuk negara maju ga mereka sekarang? Negara mana yg masih menggunakan khilafah?
sadness,"Eh air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. 😭"
sadness,"yaallah Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. lohh dong"
fear,"GUE TAKUT BGT NGADEPIN HARI SENIN, KERJAAN NUMPUK ABIS CUTI. SIH"
happy,"LIAT SUNSET DI PANTAI SAMBIL MINUM ES KELAPA, HIDUP EMG INDAH BGT 😎"
happy,"eh Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 kek gitu"
happy,"anjir Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 lohh"
happy,Yaallah akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓
happy,AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓 BANGET DONG
happy,"yaallah Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 parah"
fear,"Setiap malam gw mimpi buruk, takut bgt kejadian nyata... yaaa"
love,"CIEE CINTA ITU SABAR, SETIA, DAN TULUS. GW BELAJAR ITU DARI LO 🥺 BANGET"
fear,"yah Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 sih"
anger,Jangan main2 sama hati orang! Lo kira ini lucu? banget plisss
love,anjir Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 banget
sadness,GAK TAU KENAPA AKHIR2 INI NGERASA KOSONG AJA... BANGET
anger,Wkwk gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤
anger,wkwk Jangan main2 sama hati orang! Lo kira ini lucu? lohh 😭
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. yaampun
anger,"ciee Bangshaaat emg lo! Udah ngerebut, nyalahin pula! parah"
anger,"Bangshaaat emg lo! Udah ngerebut, nyalahin pula! plisss"
anger,wkwk Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! kek gitu
anger,btw Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! sih
fear,"yaallah Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 kek gitu dong"
sadness,"Resiko kerja sendirian, gaada temen. Single fighter. Bawa barang banyak harus bolak-balik, gaada yg megangin tangga, gaada temen ngobrol  but i like my job"
happy,"anjir Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 parah"
fear,Nah itu yg sy gak ngerti. Tp sy bayangkan mungkin sulit jg melototi APBD dari gub lama oleh gub baru secara rinci... **untung sy bukan gubernurnya baik lama maupun yg baru. [URL]
anger,btw Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 lohh
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... bgttt
happy,eh Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 banget
fear,"anjir Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 parah deh"
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 bgt bgttt
anger,yaallah Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! lohh
anger,"yah Bangshaaat emg lo! Udah ngerebut, nyalahin pula! deh"
fear,"Setiap malam gw mimpi buruk, takut bgt kejadian nyata... please..."
anger,"Bangshaaat emg lo! udah ngerebut, nyalahin pula! yaaa please..."
sadness,anjir Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 bgt bgttt
happy,yaallah Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 plisss
sadness,anjir Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 yaaa bgttt
sadness,Kangen rumah tapi harus kuat ngejar cita2. sedihh 😢 kek gitu bgttt
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 bgt deh
anger,"[USERNAME] Pelanggan Setia, tagihan Anda bulan MAY Rp 17.751. Lakukan pembayaran sblm jatuh tempo tgl 18-06-2018. Abaikan jika sdh bayar. CS Twitter: [USERNAME] Ini tagihan apa??? [SENSITIVE-NO]"
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. bgt"
fear,yaallah Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... sih 😭
love,Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 😭
sadness,"GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. DONG"
sadness,Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 aslii
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 😭
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... banget deh
love,"wkwk Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. anjirrr"
love,"GAK PEDULI SEJAUH APAPUN KAMU, RASA INI TETEP SAMA... 💌 ASLII BGTTT"
sadness,"EH GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. YAAMPUN"
anger,"Bangshaaat emg lo! udah ngerebut, nyalahin pula! yaampun"
sadness,Btw kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔
fear,"wkwk Setiap malam gw mimpi buruk, takut bgt kejadian nyata... plisss"
fear,"EH GUE TAKUT BGT NGADEPIN HARI SENIN, KERJAAN NUMPUK ABIS CUTI."
happy,"LIAT SUNSET DI PANTAI SAMBIL MINUM ES KELAPA, HIDUP EMG INDAH BGT 😎 LOHH DEH"
fear,"Liat berita kriminal tiap hari, bikin parnoan kemana2. bgttt"
sadness,"Sedi aku tuh baca2in komennya pada jahat2 bgt. Antara mau nyumpahin biar pada ngerasain tp kesiannnn krn ya digituin emg ga enak. Mau tau perasaan gue setelah kejadian itu? Lgsg ngerasa ga berharga, ga baik, malu, minder, dan masih banyak lagi. Apalagi emg aing orgnya traumaan."
anger,Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 bgt dong
happy,"yah Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 yaaa"
anger,"Belakangan bejibun yg nanya, ""mi, gimana sama si x, kenapa jarang bareng sekarang?"", ""mi, si x kek gini kek gitu ya?"", ""mi si x kok gini si?"", ""mi, si x lagi deket sama si y ya"". Well, si x memang sahabat gue, tapi bukan berarti segala urusan si x gue tau."
love,"wkwk Setiap detik mikirin kamu, pengen terus ada di sampingmu. yaampun"
happy,"Saya jg merancang skenario surprise buat istrinya. Dan dijamin istrinya pasti happy banget. Saya aja happy banget  Kayaknya saya cocok jadi tim kreatif acara2 reality show yang ada unsur2 romantis2nya, misal program lamaran atau katakan cinta. Kalau katakan putus, gak deh."
anger,"eh Bangshaaat emg lo! Udah ngerebut, nyalahin pula! kek gitu"
sadness,KADANG NGERASA SENDIRIAN DI TENGAH KERAMAIAN... SEPI BGT RASANYA 😔 DONG
anger,btw Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. bgttt
anger,"Anjir bangshaaat emg lo! udah ngerebut, nyalahin pula! bgt"
anger,eh Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 kek gitu
love,"Datang-datang, anak batita ini menyambut dengan sumringah, ingin peluk yang lama, nempel, tiap 5 menit ngetuk2 kamar mandi ""imo udah belum mandinya?"". Cuma mau jemur handuk, ditanya mau ke mana takut pergi lagi. Terus dipeluk gak lepas. Dicintai semenyenangkan ini. "
sadness,"BTW GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. 😭"
love,"WKWK LO EMG BUKAN YANG PERTAMA, TAPI GW HARAP LO JADI YANG TERAKHIR. ASLII"
anger,ciee Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! dong
sadness,"yaallah Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. bgttt"
love,"wkwk Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. parah"
anger,"ciee Bangshaaat emg lo! Udah ngerebut, nyalahin pula!"
happy,Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 bgt deh
sadness,"Yah air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. bgt 😭"
fear,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Ngeriiiih bang takut d selepet dri belakang.. Doi kan type2 ya lekong pilipin..
sadness,btw Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 parah please...
anger,"cc:[USERNAME] [USERNAME] ko [USERNAME] mingkem Hanya Dalam 2 Minggu 2 Bupati PDIP Kena OTT KPK, SEMAKIN JUARA KORUPSI !!! [URL]"
fear,"yaallah Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. 😭"
love,"ciee Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 yaaa"
anger,anjir Jangan main2 sama hati orang! Lo kira ini lucu? bgttt
sadness,"yah Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. lohh"
sadness,"Yang repot tu kalo sekedar baca tanpa dimengerti,nahh disitu timbul kesalahan bukan pemahaman.. Selektif terhadap argument ndakk papa, selagi nalar tetep pada jalur, bukan keluar jalur, ituu pelanggaran.. #celotehreceh"
anger,"wkwk Bangshaaat emg lo! Udah ngerebut, nyalahin pula! bgt"
sadness,"Eh air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. bgt"
anger,Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 banget sumpah
